AgencyGroupID,GroupCode,GroupName,GroupHead,ClusterCode,ParentGroupCode,DirectorateCode,Added_by,entry_stamp,last_modified_by,last_modified,DELETED,office_type
356,IAS,"Internal Audit Service","DIR. NATIVIDAD B. CANLAS",NULL,OASOSEC,CO,16,"2014-09-12 16:47:10",68,NULL,0,2
357,IAS-MAD,"Internal Audit Service-Management Audit Division","MARISSA N. FABRICANTE",NULL,IAS,CO,68,"2019-05-04 16:57:59",68,NULL,0,3
358,IAS-OAD,"Internal Audit Service-Operations Audit Division","OIC DC. PERLYN JILL S. PAGADORA",NULL,IAS,CO,68,"2019-05-04 16:59:01",68,NULL,0,3
359,IAS-SAD,"Internal Audit Service-Special Audit Division","OIC DC. CRISTINA C. GAMING",NULL,IAS,CO,68,"2019-05-04 16:59:58",68,NULL,0,3
360,ICTMS,"Information and Communications Technology Management Service","DIR. ANDREW J. AMBUBUYOG",NULL," ",CO,16,"2014-09-12 16:36:38",68,NULL,0,2
361,ICTMS-BSSDD,"ICTMS-Business Solutions and Services Development Division","FELIX M. ARMEÑA",NULL,ICTMS,CO,68,"2019-05-04 16:48:02",68,NULL,0,3
362,ICTMS-CSG,"ICTMS-Cyber Security Group","OIC DC. SHEEN S. CARE",NULL,ICTMS,CO,68,"2019-05-04 16:49:28",68,NULL,0,3
363,ICTMS-DMD,"ICTMS-Database Management Division","OIC DC. SANDRA M. TABINAS",NULL,ICTMS,CO,68,"2019-05-04 16:50:38",68,NULL,0,3
364,ICTMS-IMD,"ICTMS-Infrastructure Management Division","SANDY ROY D. OCAMPO",NULL,ICTMS,CO,68,"2019-05-04 16:51:19",68,NULL,0,3
365,ICTMS-NTSSD,"ICTMS-Network and Technical Service Support Division","OIC DC. DENNIS S. ASUNCION",NULL,ICTMS,CO,68,"2019-05-04 16:52:10",68,NULL,0,3
366,II-FO-4PS-AS,"FO Pantawid - Administrative Section",NULL,NULL,II-FO-4PS,II,NULL,NULL,NULL,NULL,0,2
367,II-FO-4PS-BDM,"FO Pantawid - Beneficiary Data Management Section",NULL,NULL,II-FO-4PS,II,NULL,NULL,NULL,NULL,0,2
368,II-FO-4PS-CBS,"FO Pantawid - Capability Building Division",NULL,NULL,II-FO-4PS,II,NULL,NULL,NULL,NULL,0,2
369,II-FO-4PS-CVS,"FO Pantawid - Compliance Verification Section",NULL,NULL,II-FO-4PS,II,NULL,NULL,NULL,NULL,0,2
370,II-FO-4PS-FDS,"FO Pantawid - Family Development Section",NULL,NULL,II-FO-4PS,II,NULL,NULL,NULL,NULL,0,2
371,II-FO-4PS-GRS,"FO Pantawid - Grievance Redress Section",NULL,NULL,II-FO-4PS,II,NULL,NULL,NULL,NULL,0,2
372,II-FO-4PS-IPD,"FO Pantawid - Institutional Partnership Section",NULL,NULL,II-FO-4PS,II,NULL,NULL,NULL,NULL,0,2
373,II-FO-4PS-MCCT,"FO Pantawid - Modified Conditional Cash Transfer Section",NULL,NULL,II-FO-4PS,II,NULL,NULL,NULL,NULL,0,2
374,II-FO-4PS-OPS,"FO Pantawid - Operation",NULL,NULL,II-FO-4PS,II,NULL,NULL,NULL,NULL,0,2
375,II-FO-4PS-PMES,"FO Pantawid - Planning and Monitoring and Evaluation Section",NULL,NULL,II-FO-4PS,II,NULL,NULL,NULL,NULL,0,2
376,II-FO-4PS-RPMO,"FO Pantawid Regional Program Management Office",NULL,NULL,II-FO-PROSD,II,NULL,NULL,NULL,NULL,0,2
377,II-FO-4PS-SMU,"FO Pantawid - Social Marketing Unit",NULL,NULL,II-FO-4PS,II,NULL,NULL,NULL,NULL,0,2
378,II-FO-4PS-SSDMS,"FO Pantawid - Social Services Delivery and Management Section",NULL,NULL,II-FO-4PS,II,NULL,NULL,NULL,NULL,0,2
379,II-FO-AD,"FO Administrative Division",NULL,NULL,II-FO-OARDA,II,NULL,NULL,NULL,NULL,0,2
380,II-FO-AD-GSS,"FO General Service Section",NULL,NULL,II-FO-AD,II,NULL,NULL,NULL,NULL,0,2
381,II-FO-AD-PS,"FO Procurement Section",NULL,NULL,II-FO-AD,II,NULL,NULL,NULL,NULL,0,2
382,II-FO-AD-PSS,"FO Property and Supply Section",NULL,NULL,II-FO-AD,II,NULL,NULL,NULL,NULL,0,2
383,II-FO-AD-RAMS,"FO Records Management Section",NULL,NULL,II-FO-AD,II,NULL,NULL,NULL,NULL,0,2
384,II-FO-ALL,"All DSWD Field Office II",NULL,NULL,NULL,II,NULL,NULL,NULL,NULL,0,2
385,II-FO-BAC,"FO Bids and Awards Committee",NULL,NULL,NULL,II,NULL,NULL,NULL,NULL,0,2
386,II-FO-CBS-MTA,"FO Minors Travelling Abroad Office",NULL,NULL,II-FO-PSD-COMBS,II,NULL,NULL,NULL,NULL,0,2
387,II-FO-CBSS-ANVRC,"FO A/NVRC Island Cluster",NULL,NULL,II-FO-PSD-CBSS,II,NULL,NULL,NULL,NULL,0,2
388,II-FO-CBSS-RHGW,"FO Regional Home for Girls and Women",NULL,NULL,II-FO-PSD-CBSS,II,NULL,NULL,NULL,NULL,0,2
389,II-FO-CBSS-RSCC,"FO Reception and Study Center for Children",NULL,NULL,II-FO-PSD-CBSS,II,NULL,NULL,NULL,NULL,0,2
390,II-FO-CBSS-RSCY,"FO Regional Rehabilitation Center for Youth",NULL,NULL,II-FO-PSD-CBSS,II,NULL,NULL,NULL,NULL,0,2
391,II-FO-COA,"FO Commision on Audit",NULL,NULL,NULL,II,NULL,NULL,NULL,NULL,0,2
392,II-FO-COMBS-ARRS,"FO Adoption Resource and Referral Section",NULL,NULL,II-FO-PSD-COMBS,II,NULL,NULL,NULL,NULL,0,2
393,II-FO-COMBS-SFP,"FO Supplementary Feeding Program",NULL,NULL,II-FO-PSD-COMBS,II,NULL,NULL,NULL,NULL,0,2
394,II-FO-COMBS-SPO,"FO Social Pension Office",NULL,NULL,II-FO-PSD-COMBS,II,NULL,NULL,NULL,NULL,0,2
395,II-FO-DRMD,"FO Disaster Response Management Division",NULL,NULL,II-FO-OARDO,II,NULL,NULL,NULL,NULL,0,2
396,II-FO-DRMD-DRIMS,"FO Regional Response & Information Management Section",NULL,NULL,II-FO-DRMD,II,NULL,NULL,NULL,NULL,0,2
397,II-FO-DRMD-DRRMS,"FO Disaster Response Rehabilitation Managment Section",NULL,NULL,II-FO-DRMD,II,NULL,NULL,NULL,NULL,0,2
398,II-FO-DRMD-RROS,"FO Regiona Resource Operation Section",NULL,NULL,II-FO-DRMD,II,NULL,NULL,NULL,NULL,0,2
399,II-FO-FMD,"FO Financial Management Division",NULL,NULL,II-FO-OARDA,II,NULL,NULL,NULL,NULL,0,2
400,II-FO-FMD-AS,"FO Accounting Section",NULL,NULL,II-FO-FMD,II,NULL,NULL,NULL,NULL,0,2
401,II-FO-FMD-BS,"FO Budget Section",NULL,NULL,II-FO-FMD,II,NULL,NULL,NULL,NULL,0,2
402,II-FO-FMD-CS,"FO Cash Section",NULL,NULL,II-FO-FMD,II,NULL,NULL,NULL,NULL,0,2
403,II-FO-HRMDD,"FO Human Resource Management and Development Division",NULL,NULL,II-FO-OARDA,II,NULL,NULL,NULL,NULL,0,2
404,II-FO-HRMDD-HRPPMS,"FO Human Resource Planning and Performance Management Section",NULL,NULL,II-FO-HRMDD,II,NULL,NULL,NULL,NULL,0,2
405,II-FO-HRMDD-HRWS,"FO Human Resource Welfare Section",NULL,NULL,II-FO-HRMDD,II,NULL,NULL,NULL,NULL,0,2
406,II-FO-HRMDD-LDS,"FO Learning and Development Section",NULL,NULL,II-FO-HRMDD,II,NULL,NULL,NULL,NULL,0,2
407,II-FO-HRMDD-PAS,"FO Personal Administration Section",NULL,NULL,II-FO-HRMDD,II,NULL,NULL,NULL,NULL,0,2
408,II-FO-IAU,"FO Internal Audit Unit",NULL,NULL,II-FO-ORD,II,NULL,NULL,NULL,NULL,0,2
409,II-FO-KC,"FO Kalhi-CIDSS PMO",NULL,NULL,II-FO-PROSD,II,NULL,NULL,NULL,NULL,0,2
410,II-FO-LU,"FO Legal Unit",NULL,NULL,II-FO-ORD,II,NULL,NULL,NULL,NULL,0,2
411,II-FO-OARDA,"FO Office of Assistant Regional Director for Administration",NULL,NULL,II-FO-ORD,II,NULL,NULL,NULL,NULL,0,2
412,II-FO-OARDO,"FO Office of Assistant Regional Director for Operation",NULL,NULL,II-FO-ORD,II,NULL,NULL,NULL,NULL,0,2
413,II-FO-ORD,"FO Office of the Regional Director",NULL,NULL,NULL,II,NULL,NULL,NULL,NULL,0,2
414,II-FO-ORD-STU,"FO Social Technology Unit",NULL,NULL,II-FO-ORD,II,NULL,NULL,NULL,NULL,0,2
415,II-FO-PPD,"FO Policy and Plans Division",NULL,NULL,II-FO-ORD,II,NULL,NULL,NULL,NULL,0,2
416,II-FO-PPD-ICT,"FO Information & Planning Communication Technology Section",NULL,NULL,II-FO-ORD,II,NULL,NULL,NULL,NULL,0,2
417,II-FO-PPD-NHTS,"FO National Household Targetting Section",NULL,NULL,II-FO-ORD,II,NULL,NULL,NULL,NULL,0,2
418,II-FO-PPD-PDPS,"FO Policy Development and Planning Section",NULL,NULL,II-FO-PPD,II,NULL,NULL,NULL,NULL,0,2
419,II-FO-PPD-SS,"FO Standard Section",NULL,NULL,II-FO-ORD,II,NULL,NULL,NULL,NULL,0,2
420,II-FO-PPD-UCT,"FO Unconditional Cash Transfer",NULL,NULL,II-FO-PPD,II,NULL,NULL,NULL,NULL,0,2
421,II-FO-PROMSD,"FO Promotive Service Division",NULL,NULL,II-FO-OARDO,II,NULL,NULL,NULL,NULL,0,2
422,II-FO-PROMSD-EPAHP,"FO Enhance Partnership Against Hunger and Poverty",NULL,NULL,II-FO-PROMSD,II,NULL,NULL,NULL,NULL,0,2
423,II-FO-PROMSD-SLP,"FO Sustainable Livelihood Program PMO",NULL,NULL,II-FO-PROSD,II,NULL,NULL,NULL,NULL,0,2
424,II-FO-PSD,"FO Protective Service Division",NULL,NULL,II-FO-OARDO,II,NULL,NULL,NULL,NULL,0,2
425,II-FO-PSD-CBS,"FO Capacity Building Section",NULL,NULL,II-FO-PSD,II,NULL,NULL,NULL,NULL,0,2
426,II-FO-PSD-CBSS,"FO Center Based Services Section",NULL,NULL,II-FO-PSD,II,NULL,NULL,NULL,NULL,0,2
427,II-FO-PSD-CIS,"FO Crisis Intervention Section",NULL,NULL,II-FO-PSD,II,NULL,NULL,NULL,NULL,0,2
428,II-FO-PSD-COMBS,"FO Community Based Services Section",NULL,NULL,II-FO-PSD,II,NULL,NULL,NULL,NULL,0,2
429,II-FO-SMU,"FO Social Marketing Unit",NULL,NULL,II-FO-ORD,II,NULL,NULL,NULL,NULL,0,2
430,III-FO-4PS-AS,"FO Pantawid - Administrative Section",NULL,NULL,III-FO-4PS,III,NULL,NULL,NULL,NULL,0,2
431,III-FO-4PS-BDM,"FO Pantawid - Beneficiary Data Management Section",NULL,NULL,III-FO-4PS,III,NULL,NULL,NULL,NULL,0,2
432,III-FO-4PS-CBS,"FO Pantawid - Capability Building Division",NULL,NULL,III-FO-4PS,III,NULL,NULL,NULL,NULL,0,2
433,III-FO-4PS-CVS,"FO Pantawid - Compliance Verification Section",NULL,NULL,III-FO-4PS,III,NULL,NULL,NULL,NULL,0,2
434,III-FO-4PS-FDS,"FO Pantawid - Family Development Section",NULL,NULL,III-FO-4PS,III,NULL,NULL,NULL,NULL,0,2
435,III-FO-4PS-GRS,"FO Pantawid - Grievance Redress Section",NULL,NULL,III-FO-4PS,III,NULL,NULL,NULL,NULL,0,2
436,III-FO-4PS-IPD,"FO Pantawid - Institutional Partnership Section",NULL,NULL,III-FO-4PS,III,NULL,NULL,NULL,NULL,0,2
437,III-FO-4PS-MCCT,"FO Pantawid - Modified Conditional Cash Transfer Section",NULL,NULL,III-FO-4PS,III,NULL,NULL,NULL,NULL,0,2
438,III-FO-4PS-OPS,"FO Pantawid - Operation",NULL,NULL,III-FO-4PS,III,NULL,NULL,NULL,NULL,0,2
439,III-FO-4PS-PMES,"FO Pantawid - Planning and Monitoring and Evaluation Section",NULL,NULL,III-FO-4PS,III,NULL,NULL,NULL,NULL,0,2
440,III-FO-4PS-RPMO,"FO Pantawid Regional Program Management Office",NULL,NULL,III-FO-PROSD,III,NULL,NULL,NULL,NULL,0,2
441,III-FO-4PS-SMU,"FO Pantawid - Social Marketing Unit",NULL,NULL,III-FO-4PS,III,NULL,NULL,NULL,NULL,0,2
442,III-FO-4PS-SSDMS,"FO Pantawid - Social Services Delivery and Management Section",NULL,NULL,III-FO-4PS,III,NULL,NULL,NULL,NULL,0,2
443,III-FO-AD,"FO Administrative Division",NULL,NULL,III-FO-OARDA,III,NULL,NULL,NULL,NULL,0,2
444,III-FO-AD-GSS,"FO General Service Section",NULL,NULL,III-FO-AD,III,NULL,NULL,NULL,NULL,0,2
445,III-FO-AD-PS,"FO Procurement Section",NULL,NULL,III-FO-AD,III,NULL,NULL,NULL,NULL,0,2
446,III-FO-AD-PSS,"FO Property and Supply Section",NULL,NULL,III-FO-AD,III,NULL,NULL,NULL,NULL,0,2
447,III-FO-AD-RAMS,"FO Records Management Section",NULL,NULL,III-FO-AD,III,NULL,NULL,NULL,NULL,0,2
448,III-FO-ALL,"All DSWD Field Office III",NULL,NULL,NULL,III,NULL,NULL,NULL,NULL,0,2
449,III-FO-BAC,"FO Bids and Awards Committee",NULL,NULL,NULL,III,NULL,NULL,NULL,NULL,0,2
450,III-FO-CBS-MTA,"FO Minors Travelling Abroad Office",NULL,NULL,III-FO-PSD-COMBS,III,NULL,NULL,NULL,NULL,0,2
451,III-FO-CBSS-ANVRC,"FO A/NVRC Island Cluster",NULL,NULL,III-FO-PSD-CBSS,III,NULL,NULL,NULL,NULL,0,2
452,III-FO-CBSS-RHGW,"FO Regional Home for Girls and Women",NULL,NULL,III-FO-PSD-CBSS,III,NULL,NULL,NULL,NULL,0,2
453,III-FO-CBSS-RSCC,"FO Reception and Study Center for Children",NULL,NULL,III-FO-PSD-CBSS,III,NULL,NULL,NULL,NULL,0,2
454,III-FO-CBSS-RSCY,"FO Regional Rehabilitation Center for Youth",NULL,NULL,III-FO-PSD-CBSS,III,NULL,NULL,NULL,NULL,0,2
455,III-FO-COA,"FO Commision on Audit",NULL,NULL,NULL,III,NULL,NULL,NULL,NULL,0,2
456,III-FO-COMBS-ARRS,"FO Adoption Resource and Referral Section",NULL,NULL,III-FO-PSD-COMBS,III,NULL,NULL,NULL,NULL,0,2
457,III-FO-COMBS-SFP,"FO Supplementary Feeding Program",NULL,NULL,III-FO-PSD-COMBS,III,NULL,NULL,NULL,NULL,0,2
458,III-FO-COMBS-SPO,"FO Social Pension Office",NULL,NULL,III-FO-PSD-COMBS,III,NULL,NULL,NULL,NULL,0,2
459,III-FO-DPEO-AUR,"FO DSWD Provincial Extension Office - Aurora",NULL,NULL,III-FO-DPEO,III,NULL,NULL,NULL,NULL,0,2
460,III-FO-DPEO-BAT,"FO DSWD Provincial Extension Office - Bataan",NULL,NULL,III-FO-DPEO,III,NULL,NULL,NULL,NULL,0,2
461,III-FO-DPEO-BUL,"FO DSWD Provincial Extension Office - Bulacan",NULL,NULL,III-FO-DPEO,III,NULL,NULL,NULL,NULL,0,2
462,III-FO-DPEO-ZAM,"FO DSWD Provincial Extension Office - Zambales",NULL,NULL,III-FO-DPEO,III,NULL,NULL,NULL,NULL,0,2
463,III-FO-DRMD,"FO Disaster Response Management Division",NULL,NULL,III-FO-OARDO,III,NULL,NULL,NULL,NULL,0,2
464,III-FO-DRMD-DRIMS,"FO Regional Response & Information Management Section",NULL,NULL,III-FO-DRMD,III,NULL,NULL,NULL,NULL,0,2
465,III-FO-DRMD-DRRMS,"FO Disaster Response Rehabilitation Managment Section",NULL,NULL,III-FO-DRMD,III,NULL,NULL,NULL,NULL,0,2
466,III-FO-DRMD-RROS,"FO Regiona Resource Operation Section",NULL,NULL,III-FO-DRMD,III,NULL,NULL,NULL,NULL,0,2
467,III-FO-FMD,"FO Financial Management Division",NULL,NULL,III-FO-OARDA,III,NULL,NULL,NULL,NULL,0,2
468,III-FO-FMD-AS,"FO Accounting Section",NULL,NULL,III-FO-FMD,III,NULL,NULL,NULL,NULL,0,2
469,III-FO-FMD-BS,"FO Budget Section",NULL,NULL,III-FO-FMD,III,NULL,NULL,NULL,NULL,0,2
470,III-FO-FMD-CS,"FO Cash Section",NULL,NULL,III-FO-FMD,III,NULL,NULL,NULL,NULL,0,2
471,III-FO-HRMDD,"FO Human Resource Management and Development Division",NULL,NULL,III-FO-OARDA,III,NULL,NULL,NULL,NULL,0,2
472,III-FO-HRMDD-HRPPMS,"FO Human Resource Planning and Performance Management Section",NULL,NULL,III-FO-HRMDD,III,NULL,NULL,NULL,NULL,0,2
473,III-FO-HRMDD-HRWS,"FO Human Resource Welfare Section",NULL,NULL,III-FO-HRMDD,III,NULL,NULL,NULL,NULL,0,2
474,III-FO-HRMDD-LDS,"FO Learning and Development Section",NULL,NULL,III-FO-HRMDD,III,NULL,NULL,NULL,NULL,0,2
475,III-FO-HRMDD-PAS,"FO Personal Administration Section",NULL,NULL,III-FO-HRMDD,III,NULL,NULL,NULL,NULL,0,2
476,III-FO-IAU,"FO Internal Audit Unit",NULL,NULL,III-FO-ORD,III,NULL,NULL,NULL,NULL,0,2
477,III-FO-KC,"FO Kalhi-CIDSS PMO",NULL,NULL,III-FO-PROSD,III,NULL,NULL,NULL,NULL,0,2
478,III-FO-LU,"FO Legal Unit",NULL,NULL,III-FO-ORD,III,NULL,NULL,NULL,NULL,0,2
479,III-FO-OARDA,"FO Office of Assistant Regional Director for Administration",NULL,NULL,III-FO-ORD,III,NULL,NULL,NULL,NULL,0,2
480,III-FO-OARDO,"FO Office of Assistant Regional Director for Operation",NULL,NULL,III-FO-ORD,III,NULL,NULL,NULL,NULL,0,2
481,III-FO-ORD,"FO Office of the Regional Director",NULL,NULL,NULL,III,NULL,NULL,NULL,NULL,0,2
482,III-FO-ORD-STU,"FO Social Technology Unit",NULL,NULL,III-FO-ORD,III,NULL,NULL,NULL,NULL,0,2
483,III-FO-PPD,"FO Policy and Plans Division",NULL,NULL,III-FO-ORD,III,NULL,NULL,NULL,NULL,0,2
484,III-FO-PPD-ICT,"FO Information & Planning Communication Technology Section",NULL,NULL,III-FO-ORD,III,NULL,NULL,NULL,NULL,0,2
485,III-FO-PPD-NHTS,"FO National Household Targetting Section",NULL,NULL,III-FO-ORD,III,NULL,NULL,NULL,NULL,0,2
486,III-FO-PPD-PDPS,"FO Policy Development and Planning Section",NULL,NULL,III-FO-PPD,III,NULL,NULL,NULL,NULL,0,2
487,III-FO-PPD-SS,"FO Standard Section",NULL,NULL,III-FO-ORD,III,NULL,NULL,NULL,NULL,0,2
488,III-FO-PPD-UCT,"FO Unconditional Cash Transfer",NULL,NULL,III-FO-PPD,III,NULL,NULL,NULL,NULL,0,2
489,III-FO-PROMSD,"FO Promotive Service Division",NULL,NULL,III-FO-OARDO,III,NULL,NULL,NULL,NULL,0,2
490,III-FO-PROMSD-EPAHP,"FO Enhance Partnership Against Hunger and Poverty",NULL,NULL,III-FO-PROMSD,III,NULL,NULL,NULL,NULL,0,2
491,III-FO-PROMSD-SLP,"FO Sustainable Livelihood Program PMO",NULL,NULL,III-FO-PROSD,III,NULL,NULL,NULL,NULL,0,2
492,III-FO-PSD,"FO Protective Service Division",NULL,NULL,III-FO-OARDO,III,NULL,NULL,NULL,NULL,0,2
493,III-FO-PSD-CBS,"FO Capacity Building Section",NULL,NULL,III-FO-PSD,III,NULL,NULL,NULL,NULL,0,2
494,III-FO-PSD-CBSS,"FO Center Based Services Section",NULL,NULL,III-FO-PSD,III,NULL,NULL,NULL,NULL,0,2
495,III-FO-PSD-CBSS-THFW,"FO Tarlac Home for Women",NULL,NULL,III-FO-PSD,III,NULL,NULL,NULL,NULL,0,2
496,"III-FO-PSD-CBSS-TLC ","FO Tarlac Lingap Center",NULL,NULL,III-FO-PSD,III,NULL,NULL,NULL,NULL,0,2
497,III-FO-PSD-CIS,"FO Crisis Intervention Section",NULL,NULL,III-FO-PSD,III,NULL,NULL,NULL,NULL,0,2
498,III-FO-PSD-COMBS,"FO Community Based Services Section",NULL,NULL,III-FO-PSD,III,NULL,NULL,NULL,NULL,0,2
499,III-FO-SMU,"FO Social Marketing Unit",NULL,NULL,III-FO-ORD,III,NULL,NULL,NULL,NULL,0,2
500,ISSO,"International Social Services Office","OIC DIR. LUCITA J. VILLANUEVA",NULL,OASSTPRO,CO,68,"2019-05-04 17:04:19",68,NULL,0,2
501,ISSO-OD,"International Social Services Office-Operations Division","OIC DC. LUCITA J. VILLANUEVA",NULL,ISSO,CO,68,"2019-05-04 17:03:36",68,NULL,0,3
502,ISSO-TSD,"International Social Services Office-Technical Support Division","PERLITA D. PANGANIBAN",NULL,ISSO,CO,68,"2019-05-04 17:05:02",68,NULL,0,3
503,IV-A-FO-4PS-AS,"FO Pantawid - Administrative Section",NULL,NULL,IV-A-FO-4PS,IV-A,NULL,NULL,NULL,NULL,0,2
504,IV-A-FO-4PS-BDM,"FO Pantawid - Beneficiary Data Management Section",NULL,NULL,IV-A-FO-4PS,IV-A,NULL,NULL,NULL,NULL,0,2
505,IV-A-FO-4PS-CBS,"FO Pantawid - Capability Building Division",NULL,NULL,IV-A-FO-4PS,IV-A,NULL,NULL,NULL,NULL,0,2
506,IV-A-FO-4PS-CVS,"FO Pantawid - Compliance Verification Section",NULL,NULL,IV-A-FO-4PS,IV-A,NULL,NULL,NULL,NULL,0,2
507,IV-A-FO-4PS-FDS,"FO Pantawid - Family Development Section",NULL,NULL,IV-A-FO-4PS,IV-A,NULL,NULL,NULL,NULL,0,2
508,IV-A-FO-4PS-GRS,"FO Pantawid - Grievance Redress Section",NULL,NULL,IV-A-FO-4PS,IV-A,NULL,NULL,NULL,NULL,0,2
509,IV-A-FO-4PS-IPD,"FO Pantawid - Institutional Partnership Section",NULL,NULL,IV-A-FO-4PS,IV-A,NULL,NULL,NULL,NULL,0,2
510,IV-A-FO-4PS-MCCT,"FO Pantawid - Modified Conditional Cash Transfer Section",NULL,NULL,IV-A-FO-4PS,IV-A,NULL,NULL,NULL,NULL,0,2
511,IV-A-FO-4PS-OPS,"FO Pantawid - Operation",NULL,NULL,IV-A-FO-4PS,IV-A,NULL,NULL,NULL,NULL,0,2
512,IV-A-FO-4PS-PMES,"FO Pantawid - Planning and Monitoring and Evaluation Section",NULL,NULL,IV-A-FO-4PS,IV-A,NULL,NULL,NULL,NULL,0,2
513,IV-A-FO-4PS-RPMO,"FO Pantawid Regional Program Management Office",NULL,NULL,IV-A-FO-PROSD,IV-A,NULL,NULL,NULL,NULL,0,2
514,IV-A-FO-4PS-SMU,"FO Pantawid - Social Marketing Unit",NULL,NULL,IV-A-FO-4PS,IV-A,NULL,NULL,NULL,NULL,0,2
515,IV-A-FO-4PS-SSDMS,"FO Pantawid - Social Services Delivery and Management Section",NULL,NULL,IV-A-FO-4PS,IV-A,NULL,NULL,NULL,NULL,0,2
516,IV-A-FO-AD,"FO Administrative Division",NULL,NULL,IV-A-FO-OARDA,IV-A,NULL,NULL,NULL,NULL,0,2
517,IV-A-FO-AD-GSS,"FO General Service Section",NULL,NULL,IV-A-FO-AD,IV-A,NULL,NULL,NULL,NULL,0,2
518,IV-A-FO-AD-PS,"FO Procurement Section",NULL,NULL,IV-A-FO-AD,IV-A,NULL,NULL,NULL,NULL,0,2
519,IV-A-FO-AD-PSS,"FO Property and Supply Section",NULL,NULL,IV-A-FO-AD,IV-A,NULL,NULL,NULL,NULL,0,2
520,IV-A-FO-AD-RAMS,"FO Records Management Section",NULL,NULL,IV-A-FO-AD,IV-A,NULL,NULL,NULL,NULL,0,2
521,IV-A-FO-ALL,"All DSWD Field Office IV-A ",NULL,NULL,NULL,IV-A,NULL,NULL,NULL,NULL,0,2
522,IV-A-FO-BAC,"FO Bids and Awards Committee",NULL,NULL,NULL,IV-A,NULL,NULL,NULL,NULL,0,2
523,IV-A-FO-CBS-MTA,"FO Minors Travelling Abroad Office",NULL,NULL,IV-A-FO-PSD-COMBS,IV-A,NULL,NULL,NULL,NULL,0,2
524,IV-A-FO-CBSS-ANVRC,"FO A/NVRC Island Cluster",NULL,NULL,IV-A-FO-PSD-CBSS,IV-A,NULL,NULL,NULL,NULL,0,2
525,IV-A-FO-CBSS-BT,"FO Bahay Tuluyan ng mga Bata",NULL,NULL,IV-A-FO-PSD,IV-A,NULL,NULL,NULL,NULL,0,2
526,IV-A-FO-CBSS-HFTE,"FO Haven for the Elderly",NULL,NULL,IV-A-FO-PSD,IV-A,NULL,NULL,NULL,NULL,0,2
527,IV-A-FO-CBSS-NTSB,"FO National Training School for Boys",NULL,NULL,IV-A-FO-PSD,IV-A,NULL,NULL,NULL,NULL,0,2
528,IV-A-FO-CBSS-RHGW,"FO Regional Home for Girls and Women",NULL,NULL,IV-A-FO-PSD-CBSS,IV-A,NULL,NULL,NULL,NULL,0,2
529,IV-A-FO-CBSS-RSCC,"FO Reception and Study Center for Children",NULL,NULL,IV-A-FO-PSD-CBSS,IV-A,NULL,NULL,NULL,NULL,0,2
530,IV-A-FO-CBSS-RSCY,"FO Regional Rehabilitation Center for Youth",NULL,NULL,IV-A-FO-PSD-CBSS,IV-A,NULL,NULL,NULL,NULL,0,2
531,IV-A-FO-COA,"FO Commision on Audit",NULL,NULL,NULL,IV-A,NULL,NULL,NULL,NULL,0,2
532,IV-A-FO-COMBS-ARRS,"FO Adoption Resource and Referral Section",NULL,NULL,IV-A-FO-PSD-COMBS,IV-A,NULL,NULL,NULL,NULL,0,2
533,IV-A-FO-COMBS-SFP,"FO Supplementary Feeding Program",NULL,NULL,IV-A-FO-PSD-COMBS,IV-A,NULL,NULL,NULL,NULL,0,2
534,IV-A-FO-COMBS-SPO,"FO Social Pension Office",NULL,NULL,IV-A-FO-PSD-COMBS,IV-A,NULL,NULL,NULL,NULL,0,2
535,IV-A-FO-DRMD,"FO Disaster Response Management Division",NULL,NULL,IV-A-FO-OARDO,IV-A,NULL,NULL,NULL,NULL,0,2
536,IV-A-FO-DRMD-DRIMS,"FO Regional Response & Information Management Section",NULL,NULL,IV-A-FO-DRMD,IV-A,NULL,NULL,NULL,NULL,0,2
537,IV-A-FO-DRMD-DRRMS,"FO Disaster Response Rehabilitation Managment Section",NULL,NULL,IV-A-FO-DRMD,IV-A,NULL,NULL,NULL,NULL,0,2
538,IV-A-FO-DRMD-RROS,"FO Regiona Resource Operation Section",NULL,NULL,IV-A-FO-DRMD,IV-A,NULL,NULL,NULL,NULL,0,2
539,IV-A-FO-FMD,"FO Financial Management Division",NULL,NULL,IV-A-FO-OARDA,IV-A,NULL,NULL,NULL,NULL,0,2
540,IV-A-FO-FMD-AS,"FO Accounting Section",NULL,NULL,IV-A-FO-FMD,IV-A,NULL,NULL,NULL,NULL,0,2
541,IV-A-FO-FMD-BS,"FO Budget Section",NULL,NULL,IV-A-FO-FMD,IV-A,NULL,NULL,NULL,NULL,0,2
542,IV-A-FO-FMD-CS,"FO Cash Section",NULL,NULL,IV-A-FO-FMD,IV-A,NULL,NULL,NULL,NULL,0,2
543,IV-A-FO-HRMDD,"FO Human Resource Management and Development Division",NULL,NULL,IV-A-FO-OARDA,IV-A,NULL,NULL,NULL,NULL,0,2
544,IV-A-FO-HRMDD-HRPPMS,"FO Human Resource Planning and Performance Management Section",NULL,NULL,IV-A-FO-HRMDD,IV-A,NULL,NULL,NULL,NULL,0,2
545,IV-A-FO-HRMDD-HRWS,"FO Human Resource Welfare Section",NULL,NULL,IV-A-FO-HRMDD,IV-A,NULL,NULL,NULL,NULL,0,2
546,IV-A-FO-HRMDD-LDS,"FO Learning and Development Section",NULL,NULL,IV-A-FO-HRMDD,IV-A,NULL,NULL,NULL,NULL,0,2
