AgencyGroupID,GroupCode,GroupName,GroupHead,ClusterCode,ParentGroupCode,DirectorateCode,Added_by,entry_stamp,last_modified_by,last_modified,DELETED,office_type
182,CARAGA-FO-CBSS-RHGW,FO Regional Home for Girls and Women,NULL,NULL,CARAGA-FO-PSD-CBSS,16,NULL,NULL,NULL,NULL,0,2
183,CARAGA-FO-CBSS-RSCC,FO Reception and Study Center for Children,NULL,NULL,CARAGA-FO-PSD-CBSS,16,NULL,NULL,NULL,NULL,0,2
184,CARAGA-FO-CBSS-RSCY,FO Regional Rehabilitation Center for Youth,NULL,NULL,CARAGA-FO-PSD-CBSS,16,NULL,NULL,NULL,NULL,0,2
185,CARAGA-FO-COA,FO Commision on Audit,NULL,NULL,NULL,16,NULL,NULL,NULL,NULL,0,2
186,CARAGA-FO-COMBS-ARRS,FO Adoption Resource and Referral Section,NULL,NULL,CARAGA-FO-PSD-COMBS,16,NULL,NULL,NULL,NULL,0,2
187,CARAGA-FO-COMBS-SFP,FO Supplementary Feeding Program,NULL,NULL,CARAGA-FO-PSD-COMBS,16,NULL,NULL,NULL,NULL,0,2
188,CARAGA-FO-COMBS-SPO,FO Social Pension Office,NULL,NULL,CARAGA-FO-PSD-COMBS,16,NULL,NULL,NULL,NULL,0,2
189,CARAGA-FO-DRMD,FO Disaster Response Management Division,NULL,NULL,CARAGA-FO-OARDO,16,NULL,NULL,NULL,NULL,0,2
190,CARAGA-FO-DRMD-DRIMS,FO Regional Response & Information Management Section,NULL,NULL,CARAGA-FO-DRMD,16,NULL,NULL,NULL,NULL,0,2
191,CARAGA-FO-DRMD-DRRMS,FO Disaster Response Rehabilitation Managment Section,NULL,NULL,CARAGA-FO-DRMD,16,NULL,NULL,NULL,NULL,0,2
192,CARAGA-FO-DRMD-RROS,FO Regiona Resource Operation Section,NULL,NULL,CARAGA-FO-DRMD,16,NULL,NULL,NULL,NULL,0,2
193,CARAGA-FO-FMD,FO Financial Management Division,NULL,NULL,CARAGA-FO-OARDA,16,NULL,NULL,NULL,NULL,0,2
194,CARAGA-FO-FMD-AS,FO Accounting Section,NULL,NULL,CARAGA-FO-FMD,16,NULL,NULL,NULL,NULL,0,2
195,CARAGA-FO-FMD-BS,FO Budget Section,NULL,NULL,CARAGA-FO-FMD,16,NULL,NULL,NULL,NULL,0,2
196,CARAGA-FO-FMD-CS,FO Cash Section,NULL,NULL,CARAGA-FO-FMD,16,NULL,NULL,NULL,NULL,0,2
197,CARAGA-FO-HRMDD,FO Human Resource Management and Development Division,NULL,NULL,CARAGA-FO-OARDA,16,NULL,NULL,NULL,NULL,0,2
198,CARAGA-FO-HRMDD-HRPPMS,FO Human Resource Planning and Performance Management Section,NULL,NULL,CARAGA-FO-HRMDD,16,NULL,NULL,NULL,NULL,0,2
199,CARAGA-FO-HRMDD-HRWS,FO Human Resource Welfare Section,NULL,NULL,CARAGA-FO-HRMDD,16,NULL,NULL,NULL,NULL,0,2
200,CARAGA-FO-HRMDD-LDS,FO Learning and Development Section,NULL,NULL,CARAGA-FO-HRMDD,16,NULL,NULL,NULL,NULL,0,2
201,CARAGA-FO-HRMDD-PAS,FO Personal Administration Section,NULL,NULL,CARAGA-FO-HRMDD,16,NULL,NULL,NULL,NULL,0,2
202,CARAGA-FO-IAU,FO Internal Audit Unit,NULL,NULL,CARAGA-FO-ORD,16,NULL,NULL,NULL,NULL,0,2
203,CARAGA-FO-KC,FO Kalhi-CIDSS PMO,NULL,NULL,CARAGA-FO-PROSD,16,NULL,NULL,NULL,NULL,0,2
204,CARAGA-FO-LU,FO Legal Unit,NULL,NULL,CARAGA-FO-ORD,16,NULL,NULL,NULL,NULL,0,2
205,CARAGA-FO-OARDA,FO Office of Assistant Regional Director for Administration,NULL,NULL,CARAGA-FO-ORD,16,NULL,NULL,NULL,NULL,0,2
206,CARAGA-FO-OARDO,FO Office of Assistant Regional Director for Operation,NULL,NULL,CARAGA-FO-ORD,16,NULL,NULL,NULL,NULL,0,2
207,CARAGA-FO-ORD,FO Office of the Regional Director,NULL,NULL,NULL,16,NULL,NULL,NULL,NULL,0,2
208,CARAGA-FO-ORD-STU,FO Social Technology Unit,NULL,NULL,CARAGA-FO-ORD,16,NULL,NULL,NULL,NULL,0,2
209,CARAGA-FO-PPD,FO Policy and Plans Division,NULL,NULL,CARAGA-FO-ORD,16,NULL,NULL,NULL,NULL,0,2
210,CARAGA-FO-PPD-ICT,FO Information & Planning Communication Technology Section,NULL,NULL,CARAGA-FO-ORD,16,NULL,NULL,NULL,NULL,0,2
211,CARAGA-FO-PPD-NHTS,FO National Household Targetting Section,NULL,NULL,CARAGA-FO-ORD,16,NULL,NULL,NULL,NULL,0,2
212,CARAGA-FO-PPD-PDPS,FO Policy Development and Planning Section,NULL,NULL,CARAGA-FO-PPD,16,NULL,NULL,NULL,NULL,0,2
213,CARAGA-FO-PPD-SS,FO Standard Section,NULL,NULL,CARAGA-FO-ORD,16,NULL,NULL,NULL,NULL,0,2
214,CARAGA-FO-PPD-UCT,FO Unconditional Cash Transfer,NULL,NULL,CARAGA-FO-PPD,16,NULL,NULL,NULL,NULL,0,2
215,CARAGA-FO-PROMSD,FO Promotive Service Division,NULL,NULL,CARAGA-FO-OARDO,16,NULL,NULL,NULL,NULL,0,2
216,CARAGA-FO-PROMSD-EPAHP,FO Enhance Partnership Against Hunger and Poverty,NULL,NULL,CARAGA-FO-PROMSD,16,NULL,NULL,NULL,NULL,0,2
217,CARAGA-FO-PROMSD-SLP,FO Sustainable Livelihood Program PMO,NULL,NULL,CARAGA-FO-PROSD,16,NULL,NULL,NULL,NULL,0,2
218,CARAGA-FO-PSD,FO Protective Service Division,NULL,NULL,CARAGA-FO-OARDO,16,NULL,NULL,NULL,NULL,0,2
219,CARAGA-FO-PSD-CBS,FO Capacity Building Section,NULL,NULL,CARAGA-FO-PSD,16,NULL,NULL,NULL,NULL,0,2
220,CARAGA-FO-PSD-CBSS,FO Center Based Services Section,NULL,NULL,CARAGA-FO-PSD,16,NULL,NULL,NULL,NULL,0,2
221,CARAGA-FO-PSD-CIS,FO Crisis Intervention Section,NULL,NULL,CARAGA-FO-PSD,16,NULL,NULL,NULL,NULL,0,2
222,CARAGA-FO-PSD-COMBS,FO Community Based Services Section,NULL,NULL,CARAGA-FO-PSD,16,NULL,NULL,NULL,NULL,0,2
223,CARAGA-FO-SMU,FO Social Marketing Unit,NULL,NULL,CARAGA-FO-ORD,16,NULL,NULL,NULL,NULL,0,2
224,CART,Committee on Anti-Red Tape ,NULL,NULL,NULL,CO,14,2/7/2022 15:41,14,2/7/2022 15:42,0,2
225,COA,Commission on Audit,DIR. WAYNE D. BELIZAR,NULL,COA,CO,NULL,NULL,68,NULL,0,NULL
226,DLLO,Department Legislative Liaison Office,OIC-DC. BELMA M. VILLALUNA,NULL,OUSPP,CO,55,11/10/2014 10:48,68,NULL,0,NULL
227,DLLO-LC,Department Legislative Liaison Office-Legislative Coordination,OIC-DC. BELMA M. VILLALUNA,NULL,DLLO,CO,68,5/4/2019 15:07,68,NULL,0,NULL
228,DRMB,Disaster Response Management Bureau,DIR. CLIFFORD CYRIL Y. RIVERAL,NULL,OASDRM,CO,68,7/31/2018 18:14,68,NULL,0,2
229,DRMB-DOSD,Disaster Response Management Bureau-Disaster Operations Support Division,OIC DC. NORMA L. BELLEN,NULL,DRMB,CO,68,5/4/2019 15:20,68,NULL,0,3
230,DRMB-DROMD,Disaster Response Management Bureau-Disaster Response Operations Management Division,OIC DC. ESTHER L. GERALDOY,NULL,DRMB,CO,68,5/4/2019 15:24,68,NULL,0,3
231,DRMB-DROMIC,Disaster Response Management Bureau-Disaster Response Operations Monitoring and Information Center,MARICEL C. DELORIA,NULL,DRMB,CO,68,5/4/2019 15:31,68,NULL,0,3
232,DRMB-ERSD,Disaster Response Management Bureau-Early Recovery Services Division,OIC DC. HONESTO S. PARDO,NULL,DRMB,CO,68,5/4/2019 15:33,68,NULL,0,3
233,DRMB-PRD,Disaster Response Management Bureau-Preparedness for Response Division,OIC DC. IMEE ROSE S. CASTILLO,NULL,DRMB,CO,68,5/4/2019 15:35,68,NULL,0,3
234,DSWD-CO,DSWD-CO,NULL,NULL,NULL,CO,4,6/21/2022 15:33,NULL,NULL,0,4
235,EPAHP,Enhanced Partnership Against Hunger and Poverty,0,NULL,NULL,CO,68,8/1/2015 8:05,14,2/7/2022 9:39,0,2
236,EXT,External,NULL,NULL,NULL,CO,3,9/20/2021 10:19,4,5/2/2022 14:23,0,5
237,EXT-2,External 2,NULL,NULL,NULL,CO,3,8/24/2021 16:33,4,5/2/2022 14:24,0,5
238,FMS,Finance and Management Service,DIR. WAYNE DC. BELIZAR,NULL,OUSGASS,CO,16,9/12/2014 16:53,68,NULL,0,2
239,FMS-ADRP,Finance and Management Service-Accounting Division for Regular Programs,OIC DC. DOLORES G. BUMANLAG,NULL,FMS,CO,68,5/4/2019 16:03,14,2/24/2022 8:04,0,3
240,FMS-ADSP,Finance and Management Service-Accounting Division for Special Projects,OIC DC. ODESSA T. VILLACERAN,NULL,FMS,CO,68,5/4/2019 16:05,14,2/24/2022 8:03,0,3
241,FMS-BDRP,Finance and Management Service-Budget Division for Regular Programs,MERIEL P. CASTILLO,NULL,FMS,CO,68,5/4/2019 16:15,14,2/24/2022 8:04,0,3
242,FMS-BDSP,Finance and Management Service-Budget Division for Special Projects,OIC DC. JANINE C. COSINO,NULL,FMS,CO,68,5/4/2019 16:16,14,2/24/2022 8:05,0,3
243,FMS-CDRP,Finance and Management Service-Cash Division for Regular Programs,GRACE ANN S. NISPEROS,NULL,FMS,CO,68,5/4/2019 16:20,14,2/24/2022 8:05,0,3
244,FMS-CDSP,Finance and Management Service-Cash Division for Special Projects (Grants),MARY ANTOINETTE L. DUERO,NULL,FMS,CO,68,5/4/2019 16:19,14,2/24/2022 8:05,0,3
245,FMS-MD,Finance and Management Service-Management Division,OIC-DC. ROLANDO D.  VILLACORTA,NULL,FMS,CO,68,5/4/2019 16:22,68,NULL,0,3
246,FMS-SP,Finance and Management Service-Special Projects,NULL,NULL,FMS,CO,68,10/4/2019 15:35,14,2/24/2022 8:02,0,2
247,FO ARMM,ARMM [Autonomous Region in Muslim Mindanao],NULL,NULL,NULL,15,NULL,NULL,4,5/2/2022 14:14,0,4
248,FO CAR,CAR [Cordillera Administrative Region],NULL,NULL,NULL,14,NULL,NULL,4,5/2/2022 14:13,0,4
249,FO CARAGA,REGION XIII [Caraga],NULL,NULL,NULL,16,NULL,NULL,4,5/2/2022 14:14,0,4
250,FO EXTERNAL,External Office,NULL,NULL,NULL,CO,3,8/24/2021 14:54,4,5/2/2022 14:25,0,5
251,FO I,REGION I [Ilocos Region],NULL,NULL,NULL,1,NULL,NULL,4,5/2/2022 14:14,0,4
252,FO II,REGION II [Cagayan Valley],NULL,NULL,NULL,2,NULL,NULL,4,5/2/2022 14:15,0,4
253,FO III,REGION III [Central Luzon],NULL,NULL,NULL,3,NULL,NULL,4,5/2/2022 14:15,0,4
254,FO IV-A,REGION IV-A [CALABARZON],NULL,NULL,NULL,4,NULL,NULL,4,5/2/2022 14:12,0,4
255,FO IV-B,REGION IV-B [MIMAROPA],NULL,NULL,NULL,17,NULL,NULL,4,5/2/2022 14:15,0,4
256,FO IX,REGION IX [Zamboanga Peninsula],NULL,NULL,NULL,9,NULL,NULL,4,5/2/2022 14:15,0,4
257,FO NCR,NCR [National Capital Region],NULL,NULL,NULL,13,NULL,NULL,4,5/2/2022 14:22,0,4
258,FO V,REGION V [Bicol Region],NULL,NULL,NULL,5,NULL,NULL,4,5/2/2022 14:24,0,4
259,FO VI,REGION VI [Western Visayas],NULL,NULL,NULL,6,NULL,NULL,4,5/2/2022 14:24,0,4
260,FO VII,REGION VII [Central Visayas],NULL,NULL,NULL,7,NULL,NULL,4,5/2/2022 14:24,0,4
261,FO VIII,REGION VIII [Eastern Visayas],NULL,NULL,NULL,8,NULL,NULL,4,5/2/2022 14:24,0,4
262,FO X,REGION X [Northern Mindanao],NULL,NULL,NULL,10,NULL,NULL,4,5/2/2022 14:25,0,4
263,FO XI,REGION XI [Davao Region],NULL,NULL,NULL,11,NULL,NULL,4,5/2/2022 14:25,0,4
264,FO XII,REGION XII [Soccsksargen],NULL,NULL,NULL,12,NULL,NULL,4,5/2/2022 14:24,0,4
265,FO-4Ps,Pantawid-Office Of The National Program Manager,DIR. GEMMA G. GABUYA,,OASSPECPRO,FOO,16,9/12/2014 17:21,68,NULL,0,2
266,FO-AS,Administrative Service,NULL,,OASADMIN,FOO,16,9/12/2014 16:55,68,NULL,0,2
267,FO-DRMB,Disaster Response Management Bureau,DIR. CLIFFORD CYRIL Y. RIVERAL,NULL,OASDRM,FOO,68,7/31/2018 18:14,68,NULL,0,2
268,FO-FMS,Finance and Management Service,DIR. WAYNE DC. BELIZAR,NULL,OUSGASS,FOO,16,9/12/2014 16:53,68,NULL,0,2
269,FO-FMS-SP,Finance and Management Service-Special Projects,NULL,NULL,FMS,FOO,68,10/4/2019 15:35,102,2/24/2022 9:00,0,2
270,FO-HRMDS,Human Resource Management and Development Service,DIR. LEONARDO C. REYNOSO,NULL,OASADMIN,FOO,68,5/4/2019 14:50,68,NULL,0,2
271,FO-IAS,Internal Audit Service,DIR. NATIVIDAD B. CANLAS,NULL,OASOSEC,FOO,16,9/12/2014 16:47,68,NULL,0,2
272,FO-ICTMS,Information and Communications Technology Management Service,DIR. ANDREW J. AMBUBUYOG,NULL,OASOSEC,FOO,16,9/12/2014 16:36,68,NULL,0,2
273,FO-ISSO,International Social Services Office,OIC DIR. LUCITA J. VILLANUEVA,NULL,OASSTPRO,FOO,68,5/4/2019 17:04,68,NULL,0,2
274,FO-KC,KALAHI-CIDSS,DIR. JANET P. ARMAS,NULL,OASSPECPRO,FOO,68,8/29/2015 14:24,68,NULL,0,2
275,FO-LS,Legal Service,OIC-DIR. MARIA CASSANDRA M. URBIZTONDO,NULL,OUSGASS,FOO,16,9/12/2014 16:52,68,NULL,0,2
276,FO-NHTO,National Household Targeting Office,DIR. JUSTIN CAESAR ANTHONY D. BATOCABE,NULL,OASOSEC,FOO,16,9/12/2014 17:27,68,NULL,0,2
277,FO-NRLMB,National Resource and Logistics Management Bureau,DIR. EMMANUEL P. PRIVADO,NULL,OASDRM,FOO,68,5/6/2019 7:55,68,NULL,0,2
278,FO-PDPB,Policy Development and Planning Bureau,DIR. RHODORA GARCES ALDAY,NULL,OUSPP,FOO,16,9/12/2014 17:29,68,NULL,0,2
279,FO-PMB,Program Management Bureau,DIR. WILMA D. NAVIAMOS,NULL,OASSTPRO,FOO,68,2/8/2019 11:34,68,NULL,0,2
280,FO-PMS,Procurement Management Service,OIC DIR. KARINA ANTONETTE A. AGUDO,NULL,OUSGASS,FOO,68,5/6/2019 14:49,68,NULL,0,2
281,FO-RGMO,Resource Generation and Management Office,NULL,NULL,OASPP,FOO,68,5/6/2019 15:09,68,NULL,0,2
282,FO-SB,Standards Bureau,OIC-DIR. CYNTHIA V. ILANO,NULL,OASSCB,FOO,16,9/12/2014 16:59,68,NULL,0,2
283,FO-SLP,Sustainable Livelihood Program,DIR. RESTITUTO B. MACUTO,NULL,OASSPECPRO,FOO,16,9/12/2014 17:21,68,NULL,0,2
284,FO-SMS,Social Marketing Service,DIR. IRENE B. DUMLAO,NULL,OASOSEC,FOO,16,9/12/2014 16:45,68,NULL,0,2
285,FO-STB,Social Technology Bureau,OIC DIR. HELEN Y. SUZARA,NULL,OASSCB,FOO,16,9/12/2014 17:06,68,NULL,0,2
286,FO-SWIDB,Social Welfare Institutional Development Bureau,ASEC. NOEL M. MACALALAD,NULL,OASSCB,FOO,68,7/31/2018 17:15,68,NULL,0,2
287,HRMDS,Human Resource Management and Development Service,DIR. LEONARDO C. REYNOSO,NULL,OASADMIN,CO,68,5/4/2019 14:50,68,NULL,0,2
288,HRMDS-HRPPMD,HRMDS-Human Resource Planning and Performance Management,OIC DC. CRISTI NIEL B. CRUZ,NULL,HRMDS,CO,68,5/4/2019 16:35,68,NULL,0,3
289,HRMDS-HRWD,HRMDS-Human Resource Welfare Division,OIC DC. MARIA ANDREA B. BANAY,NULL,HRMDS,CO,68,5/4/2019 16:37,68,NULL,0,3
290,HRMDS-LDD,HRMDS-Learning and Development Division,OIC DC. JANIS IAN M. PLACIDES,NULL,HRMDS,CO,68,5/4/2019 16:38,68,NULL,0,3
291,HRMDS-PAD,HRMDS-Personnel Administration Division,OIC DC. JENNIFER M. RIZO,NULL,HRMDS,CO,68,5/4/2019 16:39,68,NULL,0,3
292,I-FO-4PS-AS,FO Pantawid - Administrative Section,NULL,NULL,I-FO-4PS,1,NULL,NULL,NULL,NULL,0,2
293,I-FO-4PS-BDM,FO Pantawid - Beneficiary Data Management Section,NULL,NULL,I-FO-4PS,1,NULL,NULL,NULL,NULL,0,2
294,I-FO-4PS-CBS,FO Pantawid - Capability Building Division,NULL,NULL,I-FO-4PS,1,NULL,NULL,NULL,NULL,0,2
295,I-FO-4PS-CVS,FO Pantawid - Compliance Verification Section,NULL,NULL,I-FO-4PS,1,NULL,NULL,NULL,NULL,0,2
296,I-FO-4PS-FDS,FO Pantawid - Family Development Section,NULL,NULL,I-FO-4PS,1,NULL,NULL,NULL,NULL,0,2
297,I-FO-4PS-GRS,FO Pantawid - Grievance Redress Section,NULL,NULL,I-FO-4PS,1,NULL,NULL,NULL,NULL,0,2
298,I-FO-4PS-IPD,FO Pantawid - Institutional Partnership Section,NULL,NULL,I-FO-4PS,1,NULL,NULL,NULL,NULL,0,2
299,I-FO-4PS-MCCT,FO Pantawid - Modified Conditional Cash Transfer Section,NULL,NULL,I-FO-4PS,1,NULL,NULL,NULL,NULL,0,2
300,I-FO-4PS-OPS,FO Pantawid - Operation,NULL,NULL,I-FO-4PS,1,NULL,NULL,NULL,NULL,0,2
301,I-FO-4PS-PMES,FO Pantawid - Planning and Monitoring and Evaluation Section,NULL,NULL,I-FO-4PS,1,NULL,NULL,NULL,NULL,0,2
302,I-FO-4PS-RPMO,FO Pantawid Regional Program Management Office,NULL,NULL,I-FO-PROSD,1,NULL,NULL,NULL,NULL,0,2
303,I-FO-4PS-SMU,FO Pantawid - Social Marketing Unit,NULL,NULL,I-FO-4PS,1,NULL,NULL,NULL,NULL,0,2
304,I-FO-4PS-SSDMS,FO Pantawid - Social Services Delivery and Management Section,NULL,NULL,I-FO-4PS,1,NULL,NULL,NULL,NULL,0,2
305,I-FO-AD,FO Administrative Division,NULL,NULL,I-FO-OARDA,1,NULL,NULL,NULL,NULL,0,2
306,I-FO-AD-GSS,FO General Service Section,NULL,NULL,I-FO-AD,1,NULL,NULL,NULL,NULL,0,2
307,I-FO-AD-PS,FO Procurement Section,NULL,NULL,I-FO-AD,1,NULL,NULL,NULL,NULL,0,2
308,I-FO-AD-PSS,FO Property and Supply Section,NULL,NULL,I-FO-AD,1,NULL,NULL,NULL,NULL,0,2
309,I-FO-AD-RAMS,FO Records Management Section,NULL,NULL,I-FO-AD,1,NULL,NULL,NULL,NULL,0,2
310,I-FO-ALL,All DSWD Field Office I,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,0,2
311,I-FO-BAC,FO Bids and Awards Committee,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,0,2
312,I-FO-CBS-MTA,FO Minors Travelling Abroad Office,NULL,NULL,I-FO-PSD-COMBS,1,NULL,NULL,NULL,NULL,0,2
313,I-FO-CBSS-ANVRC,FO A/NVRC Island Cluster,NULL,NULL,I-FO-PSD-CBSS,1,NULL,NULL,NULL,NULL,0,2
314,I-FO-CBSS-RHGW,FO Regional Home for Girls and Women,NULL,NULL,I-FO-PSD-CBSS,1,NULL,NULL,NULL,NULL,0,2
315,I-FO-CBSS-RSCC,FO Reception and Study Center for Children,NULL,NULL,I-FO-PSD-CBSS,1,NULL,NULL,NULL,NULL,0,2
316,I-FO-CBSS-RSCY,FO Regional Rehabilitation Center for Youth,NULL,NULL,I-FO-PSD-CBSS,1,NULL,NULL,NULL,NULL,0,2
317,I-FO-COA,FO Commision on Audit,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,0,2
318,I-FO-COMBS-ARRS,FO Adoption Resource and Referral Section,NULL,NULL,I-FO-PSD-COMBS,1,NULL,NULL,NULL,NULL,0,2
319,I-FO-COMBS-SFP,FO Supplementary Feeding Program,NULL,NULL,I-FO-PSD-COMBS,1,NULL,NULL,NULL,NULL,0,2
320,I-FO-COMBS-SPO,FO Social Pension Office,NULL,NULL,I-FO-PSD-COMBS,1,NULL,NULL,NULL,NULL,0,2
321,I-FO-DRMD,FO Disaster Response Management Division,NULL,NULL,I-FO-OARDO,1,NULL,NULL,NULL,NULL,0,2
322,I-FO-DRMD-DRIMS,FO Regional Response & Information Management Section,NULL,NULL,I-FO-DRMD,1,NULL,NULL,NULL,NULL,0,2
323,I-FO-DRMD-DRRMS,FO Disaster Response Rehabilitation Managment Section,NULL,NULL,I-FO-DRMD,1,NULL,NULL,NULL,NULL,0,2
324,I-FO-DRMD-RROS,FO Regiona Resource Operation Section,NULL,NULL,I-FO-DRMD,1,NULL,NULL,NULL,NULL,0,2
325,I-FO-FMD,FO Financial Management Division,NULL,NULL,I-FO-OARDA,1,NULL,NULL,NULL,NULL,0,2
326,I-FO-FMD-AS,FO Accounting Section,NULL,NULL,I-FO-FMD,1,NULL,NULL,NULL,NULL,0,2
327,I-FO-FMD-BS,FO Budget Section,NULL,NULL,I-FO-FMD,1,NULL,NULL,NULL,NULL,0,2
328,I-FO-FMD-CS,FO Cash Section,NULL,NULL,I-FO-FMD,1,NULL,NULL,NULL,NULL,0,2
329,I-FO-HRMDD,FO Human Resource Management and Development Division,NULL,NULL,I-FO-OARDA,1,NULL,NULL,NULL,NULL,0,2
330,I-FO-HRMDD-HRPPMS,FO Human Resource Planning and Performance Management Section,NULL,NULL,I-FO-HRMDD,1,NULL,NULL,NULL,NULL,0,2
331,I-FO-HRMDD-HRWS,FO Human Resource Welfare Section,NULL,NULL,I-FO-HRMDD,1,NULL,NULL,NULL,NULL,0,2
332,I-FO-HRMDD-LDS,FO Learning and Development Section,NULL,NULL,I-FO-HRMDD,1,NULL,NULL,NULL,NULL,0,2
333,I-FO-HRMDD-PAS,FO Personal Administration Section,NULL,NULL,I-FO-HRMDD,1,NULL,NULL,NULL,NULL,0,2
334,I-FO-IAU,FO Internal Audit Unit,NULL,NULL,I-FO-ORD,1,NULL,NULL,NULL,NULL,0,2
335,I-FO-KC,FO Kalhi-CIDSS PMO,NULL,NULL,I-FO-PROSD,1,NULL,NULL,NULL,NULL,0,2
336,I-FO-LU,FO Legal Unit,NULL,NULL,I-FO-ORD,1,NULL,NULL,NULL,NULL,0,2
337,I-FO-OARDA,FO Office of Assistant Regional Director for Administration,NULL,NULL,I-FO-ORD,1,NULL,NULL,NULL,NULL,0,2
338,I-FO-OARDO,FO Office of Assistant Regional Director for Operation,NULL,NULL,I-FO-ORD,1,NULL,NULL,NULL,NULL,0,2
339,I-FO-ORD,FO Office of the Regional Director,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,0,2
340,I-FO-ORD-STU,FO Social Technology Unit,NULL,NULL,I-FO-ORD,1,NULL,NULL,NULL,NULL,0,2
341,I-FO-PPD,FO Policy and Plans Division,NULL,NULL,I-FO-ORD,1,NULL,NULL,NULL,NULL,0,2
342,I-FO-PPD-ICT,FO Information & Planning Communication Technology Section,NULL,NULL,I-FO-ORD,1,NULL,NULL,NULL,NULL,0,2
343,I-FO-PPD-NHTS,FO National Household Targetting Section,NULL,NULL,I-FO-ORD,1,NULL,NULL,NULL,NULL,0,2
344,I-FO-PPD-PDPS,FO Policy Development and Planning Section,NULL,NULL,I-FO-PPD,1,NULL,NULL,NULL,NULL,0,2
345,I-FO-PPD-SS,FO Standard Section,NULL,NULL,I-FO-ORD,1,NULL,NULL,NULL,NULL,0,2
346,I-FO-PPD-UCT,FO Unconditional Cash Transfer,NULL,NULL,I-FO-PPD,1,NULL,NULL,NULL,NULL,0,2
347,I-FO-PROMSD,FO Promotive Service Division,NULL,NULL,I-FO-OARDO,1,NULL,NULL,NULL,NULL,0,2
348,I-FO-PROMSD-EPAHP,FO Enhance Partnership Against Hunger and Poverty,NULL,NULL,I-FO-PROMSD,1,NULL,NULL,NULL,NULL,0,2
349,I-FO-PROMSD-SLP,FO Sustainable Livelihood Program PMO,NULL,NULL,I-FO-PROSD,1,NULL,NULL,NULL,NULL,0,2
350,I-FO-PSD,FO Protective Service Division,NULL,NULL,I-FO-OARDO,1,NULL,NULL,NULL,NULL,0,2
351,I-FO-PSD-CBS,FO Capacity Building Section,NULL,NULL,I-FO-PSD,1,NULL,NULL,NULL,NULL,0,2
352,I-FO-PSD-CBSS,FO Center Based Services Section,NULL,NULL,I-FO-PSD,1,NULL,NULL,NULL,NULL,0,2
353,I-FO-PSD-CIS,FO Crisis Intervention Section,NULL,NULL,I-FO-PSD,1,NULL,NULL,NULL,NULL,0,2
354,I-FO-PSD-COMBS,FO Community Based Services Section,NULL,NULL,I-FO-PSD,1,NULL,NULL,NULL,NULL,0,2
355,I-FO-SMU,FO Social Marketing Unit,NULL,NULL,I-FO-ORD,1,NULL,NULL,NULL,NULL,0,2
356,IAS,Internal Audit Service,DIR. NATIVIDAD B. CANLAS,NULL,OASOSEC,CO,16,9/12/2014 16:47,68,NULL,0,2
357,IAS-MAD,Internal Audit Service-Management Audit Division,MARISSA N. FABRICANTE,NULL,IAS,CO,68,5/4/2019 16:57,68,NULL,0,3
358,IAS-OAD,Internal Audit Service-Operations Audit Division,OIC DC. PERLYN JILL S. PAGADORA,NULL,IAS,CO,68,5/4/2019 16:59,68,NULL,0,3
359,IAS-SAD,Internal Audit Service-Special Audit Division,OIC DC. CRISTINA C. GAMING,NULL,IAS,CO,68,5/4/2019 16:59,68,NULL,0,3
360,ICTMS,Information and Communications Technology Management Service,DIR. ANDREW J. AMBUBUYOG,NULL, ,CO,16,9/12/2014 16:36,68,NULL,0,2
361,ICTMS-BSSDD,ICTMS-Business Solutions and Services Development Division,FELIX M. ARMEÑA,NULL,ICTMS,CO,68,5/4/2019 16:48,68,NULL,0,3
362,ICTMS-CSG,ICTMS-Cyber Security Group,OIC DC. SHEEN S. CARE,NULL,ICTMS,CO,68,5/4/2019 16:49,68,NULL,0,3
363,ICTMS-DMD,ICTMS-Database Management Division,OIC DC. SANDRA M. TABINAS,NULL,ICTMS,CO,68,5/4/2019 16:50,68,NULL,0,3
364,ICTMS-IMD,ICTMS-Infrastructure Management Division,SANDY ROY D. OCAMPO,NULL,ICTMS,CO,68,5/4/2019 16:51,68,NULL,0,3
365,ICTMS-NTSSD,ICTMS-Network and Technical Service Support Division,OIC DC. DENNIS S. ASUNCION,NULL,ICTMS,CO,68,5/4/2019 16:52,68,NULL,0,3
366,II-FO-4PS-AS,FO Pantawid - Administrative Section,NULL,NULL,II-FO-4PS,2,NULL,NULL,NULL,NULL,0,2
367,II-FO-4PS-BDM,FO Pantawid - Beneficiary Data Management Section,NULL,NULL,II-FO-4PS,2,NULL,NULL,NULL,NULL,0,2
368,II-FO-4PS-CBS,FO Pantawid - Capability Building Division,NULL,NULL,II-FO-4PS,2,NULL,NULL,NULL,NULL,0,2
369,II-FO-4PS-CVS,FO Pantawid - Compliance Verification Section,NULL,NULL,II-FO-4PS,2,NULL,NULL,NULL,NULL,0,2
370,II-FO-4PS-FDS,FO Pantawid - Family Development Section,NULL,NULL,II-FO-4PS,2,NULL,NULL,NULL,NULL,0,2
371,II-FO-4PS-GRS,FO Pantawid - Grievance Redress Section,NULL,NULL,II-FO-4PS,2,NULL,NULL,NULL,NULL,0,2
